authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId.value,videoId,textDisplay,textOriginal,canRate,viewerRating,likeCount,publishedAt,updatedAt,moderationStatus,text
B Aister,https://yt3.ggpht.com/-yQ0rO9zXxhw/AAAAAAAAAAI/AAAAAAAAAAA/oHbaAPc79i4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCJEfbsbdrOuVpR2UO4mRn-w,UCJEfbsbdrOuVpR2UO4mRn-w,o_nfdzMhmrA,من خلف زون لايك🌚💔,من خلف زون لايك🌚💔,TRUE,none,0,2018-01-21T19:53:56.000Z,2018-01-21T19:53:56.000Z,NA,من خلف زون لايك🌚💔
Nx Doyle,https://yt3.ggpht.com/-KTR7MDVDkVU/AAAAAAAAAAI/AAAAAAAAAAA/QvoTDJQcRAs/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCwDztbbW4xTpJuljvuddJ_Q,UCwDztbbW4xTpJuljvuddJ_Q,o_nfdzMhmrA,Is there anything James Corden can do?,Is there anything James Corden can do?,TRUE,none,0,2018-01-21T06:40:53.000Z,2018-01-21T06:40:53.000Z,NA,Is there anything James Corden can do?
grubbylyra,https://yt3.ggpht.com/-abMntFVNpwk/AAAAAAAAAAI/AAAAAAAAAAA/AKYTIVtxElk/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC5ycks8YBqlbEXZWyZppLCQ,UC5ycks8YBqlbEXZWyZppLCQ,o_nfdzMhmrA,This movie would have been better if it were in 2016,This movie would have been better if it were in 2016,TRUE,none,0,2018-01-20T21:24:27.000Z,2018-01-20T21:24:27.000Z,NA,This movie would have been better if it were in 2016
Mo7md Jordan,https://yt3.ggpht.com/-mncRWMhxlIU/AAAAAAAAAAI/AAAAAAAAAAA/itR2S7YsM9Q/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCD1YqyWggwmEnlFbP6Qelag,UCD1YqyWggwmEnlFbP6Qelag,o_nfdzMhmrA,الي جا من خلف لايك 😂😂😂😂,الي جا من خلف لايك 😂😂😂😂,TRUE,none,0,2018-01-20T16:15:30.000Z,2018-01-20T16:15:30.000Z,NA,الي جا من خلف لايك 😂😂😂😂
البلويـ يـلـد818,https://yt3.ggpht.com/-aU_tMQ1C6BA/AAAAAAAAAAI/AAAAAAAAAAA/87eyipPZrJc/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC6ijBPlClcXD5xkNIqmnDKA,UC6ijBPlClcXD5xkNIqmnDKA,o_nfdzMhmrA,الي جاي من خلف زون لايك,الي جاي من خلف زون لايك,TRUE,none,1,2018-01-20T10:43:22.000Z,2018-01-20T10:43:22.000Z,NA,الي جاي من خلف زون لايك
تصاميـہـم ابـہن ديالــے,https://yt3.ggpht.com/-eqOuOlII2wA/AAAAAAAAAAI/AAAAAAAAAAA/QscWrzR_T6Y/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC68_3LRHwzTJacnQmpCA1Qg,UC68_3LRHwzTJacnQmpCA1Qg,o_nfdzMhmrA,😂😅,😂😅,TRUE,none,0,2018-01-20T10:24:44.000Z,2018-01-20T10:24:44.000Z,NA,😂😅
Max Fisken,https://yt3.ggpht.com/-5MIv1x84_R0/AAAAAAAAAAI/AAAAAAAAAAA/QNGBTxKFJQU/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC9AqMhhcF4VAeRpNWAp27jg,UC9AqMhhcF4VAeRpNWAp27jg,o_nfdzMhmrA,OMG this sucks,OMG this sucks,TRUE,none,0,2018-01-20T07:50:34.000Z,2018-01-20T07:50:34.000Z,NA,OMG this sucks
ATH3GR8,https://yt3.ggpht.com/-uQKLEAsWhL4/AAAAAAAAAAI/AAAAAAAAAAA/Mf1lKG_4CYM/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCPKtQE408wup8R62SpBX9bg,UCPKtQE408wup8R62SpBX9bg,o_nfdzMhmrA,10/10 movie 😂,10/10 movie 😂,TRUE,none,0,2018-01-20T02:16:58.000Z,2018-01-20T02:16:58.000Z,NA,10/10 movie 😂
The Duchess 1,https://yt3.ggpht.com/-PeBALw3X_H4/AAAAAAAAAAI/AAAAAAAAAAA/A8EuCsZpjng/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCScAPvVa10O4m2RPrKmUerw,UCScAPvVa10O4m2RPrKmUerw,o_nfdzMhmrA,This movie wasn&#39;t made for US. IT WAS MADE FOR TODAY&#39;S KIDS!,This movie wasn't made for US. IT WAS MADE FOR TODAY'S KIDS!,TRUE,none,0,2018-01-19T23:03:38.000Z,2018-01-19T23:03:38.000Z,NA,This movie wasn't made for US. IT WAS MADE FOR TODAY'S KIDS!
lovely girl,https://yt3.ggpht.com/-VobNls7G3xc/AAAAAAAAAAI/AAAAAAAAAAA/Rh32m1EoWs4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCqxfWRdSJPMa-U48pkqqJTA,UCqxfWRdSJPMa-U48pkqqJTA,o_nfdzMhmrA,So bad 😞✋💔,So bad 😞✋💔,TRUE,none,0,2018-01-19T15:26:30.000Z,2018-01-19T15:26:30.000Z,NA,So bad 😞✋💔
Leen,https://yt3.ggpht.com/--hI9OMUXtU4/AAAAAAAAAAI/AAAAAAAAAAA/-drEd8QMWuk/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCSgshaPFRWtnYxoZ-DrduGg,UCSgshaPFRWtnYxoZ-DrduGg,o_nfdzMhmrA,دا اللي حيفتحوه في السينما,دا اللي حيفتحوه في السينما,TRUE,none,0,2018-01-19T13:39:47.000Z,2018-01-19T13:39:47.000Z,NA,دا اللي حيفتحوه في السينما
fal.l,https://yt3.ggpht.com/-urECgCE1xm0/AAAAAAAAAAI/AAAAAAAAAAA/Vu-8Yw-Qsms/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCFMkEE4s5v74EzleV4zKiWA,UCFMkEE4s5v74EzleV4zKiWA,o_nfdzMhmrA,الي جاي من خلف زون لايك😂😂,الي جاي من خلف زون لايك😂😂,TRUE,none,0,2018-01-19T13:16:20.000Z,2018-01-19T13:16:20.000Z,NA,الي جاي من خلف زون لايك😂😂
Mobile Legend,https://yt3.ggpht.com/-R1QEP4kjGHc/AAAAAAAAAAI/AAAAAAAAAAA/cxw8hLgFNNg/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC0Cc7hGH49w44rwH73DxECg,UC0Cc7hGH49w44rwH73DxECg,o_nfdzMhmrA,So many dislike,So many dislike,TRUE,none,1,2018-01-19T11:31:33.000Z,2018-01-19T11:31:33.000Z,NA,So many dislike
Avery Nguyen,https://yt3.ggpht.com/-h8-01-Wj3lI/AAAAAAAAAAI/AAAAAAAAAAA/gBDSnCalHBY/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UChvzPaWsCA-cbxM8cbrwZ_Q,UChvzPaWsCA-cbxM8cbrwZ_Q,o_nfdzMhmrA,I hate this I want the 🖕🏻🖕🏻 emoji!!!!,I hate this I want the 🖕🏻🖕🏻 emoji!!!!,TRUE,none,0,2018-01-18T05:06:05.000Z,2018-01-18T05:06:05.000Z,NA,I hate this I want the 🖕🏻🖕🏻 emoji!!!!
Calvin Grabler,https://yt3.ggpht.com/-75UGFmQUMNU/AAAAAAAAAAI/AAAAAAAAAAA/-lTeLeEKB3Y/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCg6KZlqTzWvbfZDOYFDO-sA,UCg6KZlqTzWvbfZDOYFDO-sA,o_nfdzMhmrA,The emoji movie 🌋🌍🌎🌏🌐🗾🗻🏠🏡🏢🏣🏤🏥🏦🏨🏩🏪🏫🏬🏭🏯🏰🌁♨💒🌃🌌🗼🌄🎠🗽🌅🎡⛪🌆🎢⛲🌇💈⛺🌉🎪🎭🚂🚃🚎🚈🎨🎰🚄🚅🚆🚇🚉🚊🚝🚞🚋🚌🚐🚑🚒🚓🚚🚥🚔🚦🚛🚧🚜🚕🚖🚲⚓🚗🚏⛵🚘⛽🚤🚙🚨🚢✈💺🚁🚟🚠🚡🚀🚪🚽🚿🛁⌛⏳⌚⏰🕛🕧🕐🕜🕑🕝🕒🌑🌒🌓🕦🕚🕥🕙🕤🕘🕣🕗🕢🕖🕡🕞🕓🕟🕔🕠🕕🌔🌕🌖🌗🌘🌙🌚🌟☔🌂⭐🌞🌝🌈🌀⛅☀☁🌜🌛🌠⚡❄⛄🔥💧🌊,The emoji movie 🌋🌍🌎🌏🌐🗾🗻🏠🏡🏢🏣🏤🏥🏦🏨🏩🏪🏫🏬🏭🏯🏰🌁♨💒🌃🌌🗼🌄🎠🗽🌅🎡⛪🌆🎢⛲🌇💈⛺🌉🎪🎭🚂🚃🚎🚈🎨🎰🚄🚅🚆🚇🚉🚊🚝🚞🚋🚌🚐🚑🚒🚓🚚🚥🚔🚦🚛🚧🚜🚕🚖🚲⚓🚗🚏⛵🚘⛽🚤🚙🚨🚢✈💺🚁🚟🚠🚡🚀🚪🚽🚿🛁⌛⏳⌚⏰🕛🕧🕐🕜🕑🕝🕒🌑🌒🌓🕦🕚🕥🕙🕤🕘🕣🕗🕢🕖🕡🕞🕓🕟🕔🕠🕕🌔🌕🌖🌗🌘🌙🌚🌟☔🌂⭐🌞🌝🌈🌀⛅☀☁🌜🌛🌠⚡❄⛄🔥💧🌊,TRUE,none,0,2018-01-18T03:47:47.000Z,2018-01-18T03:47:47.000Z,NA,The emoji movie 🌋🌍🌎🌏🌐🗾🗻🏠🏡🏢🏣🏤🏥🏦🏨🏩🏪🏫🏬🏭🏯🏰🌁♨💒🌃🌌🗼🌄🎠🗽🌅🎡⛪🌆🎢⛲🌇💈⛺🌉🎪🎭🚂🚃🚎🚈🎨🎰🚄🚅🚆🚇🚉🚊🚝🚞🚋🚌🚐🚑🚒🚓🚚🚥🚔🚦🚛🚧🚜🚕🚖🚲⚓🚗🚏⛵🚘⛽🚤🚙🚨🚢✈💺🚁🚟🚠🚡🚀🚪🚽🚿🛁⌛⏳⌚⏰🕛🕧🕐🕜🕑🕝🕒🌑🌒🌓🕦🕚🕥🕙🕤🕘🕣🕗🕢🕖🕡🕞🕓🕟🕔🕠🕕🌔🌕🌖🌗🌘🌙🌚🌟☔🌂⭐🌞🌝🌈🌀⛅☀☁🌜🌛🌠⚡❄⛄🔥💧🌊
Adrian #8,https://yt3.ggpht.com/-2cDifiPCnQw/AAAAAAAAAAI/AAAAAAAAAAA/h72tsarUVVg/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCHYM8fs1mI9HknvVpfrZoaw,UCHYM8fs1mI9HknvVpfrZoaw,o_nfdzMhmrA,This movie looks😒,This movie looks😒,TRUE,none,0,2018-01-18T02:40:47.000Z,2018-01-18T02:40:47.000Z,NA,This movie looks😒
KidplayyMIXXO,https://yt3.ggpht.com/-eCKYtqmZBTs/AAAAAAAAAAI/AAAAAAAAAAA/yDJbne2URTc/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCd4zxUm6W8KQaStKS8wTLKA,UCd4zxUm6W8KQaStKS8wTLKA,o_nfdzMhmrA,Came back to say they are making a Teen Titans GO movie soooo all y’all haters have something new to bash on for 2018 so memers and critics get your comments ready,Came back to say they are making a Teen Titans GO movie soooo all y’all haters have something new to bash on for 2018 so memers and critics get your comments ready,TRUE,none,0,2018-01-17T17:42:28.000Z,2018-01-17T17:42:28.000Z,NA,Came back to say they are making a Teen Titans GO movie soooo all y’all haters have something new to bash on for 2018 so memers and critics get your comments ready
Just A Random Guy On The Internet,https://yt3.ggpht.com/-AA-SRw_KkRo/AAAAAAAAAAI/AAAAAAAAAAA/Gk1WGwkc4sY/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCGI8axtVWnT0HAKS6I4_5ew,UCGI8axtVWnT0HAKS6I4_5ew,o_nfdzMhmrA,Who would ever consider making a movie about emojis?,Who would ever consider making a movie about emojis?,TRUE,none,0,2018-01-17T11:27:19.000Z,2018-01-17T11:27:19.000Z,NA,Who would ever consider making a movie about emojis?
FearlessGhostGamer YT,https://yt3.ggpht.com/-CHWhRyJ1E4o/AAAAAAAAAAI/AAAAAAAAAAA/OgsP2-lnElg/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCzkvINoFpFra1bcKbGT75kA,UCzkvINoFpFra1bcKbGT75kA,o_nfdzMhmrA,"Welp, I&#39;m not gonna use an emoji...<br /><br /><br /><br /><br /><br />EVER","Welp, I'm not gonna use an emoji...





EVER",TRUE,none,0,2018-01-17T09:53:40.000Z,2018-01-17T09:53:40.000Z,NA,"Welp, I'm not gonna use an emoji...





EVER"
FearlessGhostGamer YT,https://yt3.ggpht.com/-CHWhRyJ1E4o/AAAAAAAAAAI/AAAAAAAAAAA/OgsP2-lnElg/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCzkvINoFpFra1bcKbGT75kA,UCzkvINoFpFra1bcKbGT75kA,o_nfdzMhmrA,Jesus... No...,Jesus... No...,TRUE,none,0,2018-01-17T09:47:53.000Z,2018-01-17T09:47:53.000Z,NA,Jesus... No...
Emoticon The Cool :3,https://yt3.ggpht.com/-LYR5F5UDCug/AAAAAAAAAAI/AAAAAAAAAAA/OZSUjAiAz18/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC4ZDZ14Bu8WJAiMdspjriYQ,UC4ZDZ14Bu8WJAiMdspjriYQ,o_nfdzMhmrA,"I&#39;ll be honest with you, there is WORSE things than The Emoji Movie. And when I say things, I mean stuff like Ben 10 reboot, when Nick tries to be cool, and Calling (ficitional characters)! OMG HE ANSWERED videos.","I'll be honest with you, there is WORSE things than The Emoji Movie. And when I say things, I mean stuff like Ben 10 reboot, when Nick tries to be cool, and Calling (ficitional characters)! OMG HE ANSWERED videos.",TRUE,none,0,2018-01-17T06:12:53.000Z,2018-01-17T06:12:53.000Z,NA,"I'll be honest with you, there is WORSE things than The Emoji Movie. And when I say things, I mean stuff like Ben 10 reboot, when Nick tries to be cool, and Calling (ficitional characters)! OMG HE ANSWERED videos."
Tune Squad Jack,https://yt3.ggpht.com/-1tjngnPXal4/AAAAAAAAAAI/AAAAAAAAAAA/EZ9rwnCqyio/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCwCYeLfcrrzSCAQ8Llrxeiw,UCwCYeLfcrrzSCAQ8Llrxeiw,o_nfdzMhmrA,I remember first hearing just the title alone and not expecting anything good,I remember first hearing just the title alone and not expecting anything good,TRUE,none,0,2018-01-17T02:26:20.000Z,2018-01-17T02:26:20.000Z,NA,I remember first hearing just the title alone and not expecting anything good
Veljko Adzic,https://yt3.ggpht.com/-ht374skAuuA/AAAAAAAAAAI/AAAAAAAAAAA/rj9TVzXb5R8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCz2zOv4cfOl8D8cas1NmVrA,UCz2zOv4cfOl8D8cas1NmVrA,o_nfdzMhmrA,I LOVE THE EMOJI MOVIE <br /><br /><br />why do so many people hate the emoji movie ?????,"I LOVE THE EMOJI MOVIE 


why do so many people hate the emoji movie ?????",TRUE,none,0,2018-01-16T21:50:29.000Z,2018-01-16T21:50:29.000Z,NA,"I LOVE THE EMOJI MOVIE 


why do so many people hate the emoji movie ?????"
DiamondShadows9,https://yt3.ggpht.com/-T1UePPA3ulM/AAAAAAAAAAI/AAAAAAAAAAA/ofWPsmo_ad0/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC1NTUrBTyaK4bT45KQ29mSw,UC1NTUrBTyaK4bT45KQ29mSw,o_nfdzMhmrA,"1503 had the Mona Lisa, 1889 had the Starry Night, 2017 had the Emoji Movie","1503 had the Mona Lisa, 1889 had the Starry Night, 2017 had the Emoji Movie",TRUE,none,0,2018-01-16T10:48:34.000Z,2018-01-16T10:48:34.000Z,NA,"1503 had the Mona Lisa, 1889 had the Starry Night, 2017 had the Emoji Movie"
Brendan Colford,https://yt3.ggpht.com/-azKgcek_vgI/AAAAAAAAAAI/AAAAAAAAAAA/T8_1JXKsiN8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC3AK-NN2LYqQ9Dwp_NYq6Tw,UC3AK-NN2LYqQ9Dwp_NYq6Tw,o_nfdzMhmrA,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaannnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnd.  post!<br />8:::::::: Bouncing::on::my::boys:::::D~~~~,"Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaannnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnd.  post!
8:::::::: Bouncing::on::my::boys:::::D~~~~",TRUE,none,0,2018-01-16T07:12:33.000Z,2018-01-16T07:12:45.000Z,NA,"Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaannnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnd.  post!
8:::::::: Bouncing::on::my::boys:::::D~~~~"
Gunnison Lowe,https://yt3.ggpht.com/-AsLBWJyNMfU/AAAAAAAAAAI/AAAAAAAAAAA/XSAiZaBlkm8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCN6bSVLDHd6izs-l4k3snFA,UCN6bSVLDHd6izs-l4k3snFA,o_nfdzMhmrA,More dislikes than likes I’m dead! 😂😂,More dislikes than likes I’m dead! 😂😂,TRUE,none,0,2018-01-15T19:36:17.000Z,2018-01-15T19:36:17.000Z,NA,More dislikes than likes I’m dead! 😂😂
Santi12009,https://yt3.ggpht.com/-klK6WU7HYng/AAAAAAAAAAI/AAAAAAAAAAA/OJrN3h7vo2o/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCE_PZ6pONxpP_hvQ5_ST1_g,UCE_PZ6pONxpP_hvQ5_ST1_g,o_nfdzMhmrA,"People keep commenting about <a href=""https://www.youtube.com/watch?v=o_nfdzMhmrA&amp;t=2m33s"">2:33</a> as the best part (aka the end of the trailer). While the video now repeats if you are on past the limit.",People keep commenting about 2:33 as the best part (aka the end of the trailer). While the video now repeats if you are on past the limit.,TRUE,none,0,2018-01-15T13:44:31.000Z,2018-01-15T13:44:31.000Z,NA,People keep commenting about 2:33 as the best part (aka the end of the trailer). While the video now repeats if you are on past the limit.
Ameer Srhan,https://yt3.ggpht.com/-JBAy4qLAA2E/AAAAAAAAAAI/AAAAAAAAAAA/TZ6jGGYml4Q/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCvYQrj98wReZ1vwSRCKNTfQ,UCvYQrj98wReZ1vwSRCKNTfQ,o_nfdzMhmrA,The thing is i just wanna die now ... there&#39;s no more taste in life .,The thing is i just wanna die now ... there's no more taste in life .,TRUE,none,0,2018-01-15T08:28:38.000Z,2018-01-15T08:28:38.000Z,NA,The thing is i just wanna die now ... there's no more taste in life .
ClashRoyaleKid TV TV,https://yt3.ggpht.com/-V_NS2OeZ6qI/AAAAAAAAAAI/AAAAAAAAAAA/kJclwgB2C_g/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCh5DISjX1x2vV_yT3LrB5kw,UCh5DISjX1x2vV_yT3LrB5kw,o_nfdzMhmrA,I&#39;m suprised the army of children who liked this know what a like button is.,I'm suprised the army of children who liked this know what a like button is.,TRUE,none,0,2018-01-14T20:54:59.000Z,2018-01-14T20:54:59.000Z,NA,I'm suprised the army of children who liked this know what a like button is.
Liam Peacock,https://yt3.ggpht.com/-RyXkGot5c-0/AAAAAAAAAAI/AAAAAAAAAAA/uxsxr2LRWMc/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC3f5lQM82vKT-QyqvfqXX_A,UC3f5lQM82vKT-QyqvfqXX_A,o_nfdzMhmrA,Is it bad that my entire effing family like this?,Is it bad that my entire effing family like this?,TRUE,none,0,2018-01-14T08:15:05.000Z,2018-01-14T08:15:05.000Z,NA,Is it bad that my entire effing family like this?
chicken Rus321,https://yt3.ggpht.com/-oC5nICdLbVA/AAAAAAAAAAI/AAAAAAAAAAA/a4w05-5S_fE/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCaNfeOByh6DcjDBua5z_eFg,UCaNfeOByh6DcjDBua5z_eFg,o_nfdzMhmrA,This is so gay,This is so gay,TRUE,none,0,2018-01-14T08:14:57.000Z,2018-01-14T08:14:57.000Z,NA,This is so gay
Mlg Panda Mind Musk,https://yt3.ggpht.com/-2M3ukwP5aZk/AAAAAAAAAAI/AAAAAAAAAAA/jidaJuRqzOs/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCtKCItddGuFYAK59zMkAPPQ,UCtKCItddGuFYAK59zMkAPPQ,o_nfdzMhmrA,Dont waste your money on this,Dont waste your money on this,TRUE,none,0,2018-01-14T00:25:54.000Z,2018-01-14T00:25:54.000Z,NA,Dont waste your money on this
Definitely not a seal,https://yt3.ggpht.com/-YgsCrPBbsfI/AAAAAAAAAAI/AAAAAAAAAAA/vNVy9mG4CgQ/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCTZH7r7fmt7y7t0ARhaMn5Q,UCTZH7r7fmt7y7t0ARhaMn5Q,o_nfdzMhmrA,worse than gay porn alone,worse than gay porn alone,TRUE,none,0,2018-01-13T21:16:08.000Z,2018-01-13T21:16:08.000Z,NA,worse than gay porn alone
original name goes here,https://yt3.ggpht.com/-EuEasXVLfEo/AAAAAAAAAAI/AAAAAAAAAAA/wRlx3AERAdM/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCD1gMLAhM7WImc5wqVK48kQ,UCD1gMLAhM7WImc5wqVK48kQ,o_nfdzMhmrA,"If this was a &quot;Try Not to Cringe&quot; challenge, we&#39;d lose instantly.<br /><br /><br /><br /><br /><br /><br /><br />Seriously, why does this video even have likes.","If this was a ""Try Not to Cringe"" challenge, we'd lose instantly.







Seriously, why does this video even have likes.",TRUE,none,0,2018-01-13T20:07:08.000Z,2018-01-13T20:07:08.000Z,likelySpam,"If this was a ""Try Not to Cringe"" challenge, we'd lose instantly.







Seriously, why does this video even have likes."
TTM . india,https://yt3.ggpht.com/-H4GVOsDufWk/AAAAAAAAAAI/AAAAAAAAAAA/-3BqYwhcdv8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCZ0ZV5nsk2WIAqqDlMNsc7Q,UCZ0ZV5nsk2WIAqqDlMNsc7Q,o_nfdzMhmrA,😖😨🙃😲🙃😷😷😖😅😎😉,😖😨🙃😲🙃😷😷😖😅😎😉,TRUE,none,0,2018-01-13T11:09:41.000Z,2018-01-13T11:09:41.000Z,NA,😖😨🙃😲🙃😷😷😖😅😎😉
GEAVON TRIBBLE,https://yt3.ggpht.com/-VEi4kOvF0Pw/AAAAAAAAAAI/AAAAAAAAAAA/Z4tMrTvomhU/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCW_vAR4H1i3FtUKetrTvApg,UCW_vAR4H1i3FtUKetrTvApg,o_nfdzMhmrA,Why the heck did they spend 50 million dollars on this movie,Why the heck did they spend 50 million dollars on this movie,TRUE,none,0,2018-01-12T05:00:30.000Z,2018-01-12T05:00:30.000Z,NA,Why the heck did they spend 50 million dollars on this movie
GEAVON TRIBBLE,https://yt3.ggpht.com/-VEi4kOvF0Pw/AAAAAAAAAAI/AAAAAAAAAAA/Z4tMrTvomhU/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCW_vAR4H1i3FtUKetrTvApg,UCW_vAR4H1i3FtUKetrTvApg,o_nfdzMhmrA,Maybe once we show this to North Korea they&#39;ll feel bad for us and stop using nuclear weapons,Maybe once we show this to North Korea they'll feel bad for us and stop using nuclear weapons,TRUE,none,0,2018-01-12T04:50:38.000Z,2018-01-12T04:51:11.000Z,NA,Maybe once we show this to North Korea they'll feel bad for us and stop using nuclear weapons
Shadow Animations— HipDEADLyBoSs,https://yt3.ggpht.com/-Q4jFk-RtPcg/AAAAAAAAAAI/AAAAAAAAAAA/VIT-FrOxrVw/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCUwRxLUhDORNEmb2cBif3bA,UCUwRxLUhDORNEmb2cBif3bA,o_nfdzMhmrA,More dislikes,More dislikes,TRUE,none,0,2018-01-11T02:20:50.000Z,2018-01-11T02:20:50.000Z,NA,More dislikes
LPSOnyx TV,https://yt3.ggpht.com/-se5ioNOc-tw/AAAAAAAAAAI/AAAAAAAAAAA/6D8VuDbwkDQ/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC5X8xIzSBD8UZn2MB5eZvUg,UC5X8xIzSBD8UZn2MB5eZvUg,o_nfdzMhmrA,;-;,;-;,TRUE,none,0,2018-01-11T00:03:27.000Z,2018-01-11T00:03:27.000Z,NA,;-;
Gamerhellbat,https://yt3.ggpht.com/-eQ7ay13qN6g/AAAAAAAAAAI/AAAAAAAAAAA/hlhmageTIqA/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCgjwDPxWr_ItgsG45Svk7hw,UCgjwDPxWr_ItgsG45Svk7hw,o_nfdzMhmrA,"This is a great cinematic experience. Sadly, younger children will not understand the mature content nor the breathtaking plot twists. If you wish to enjoy this movie at its fullest, I recommend watching when you at least over 25 years old.","This is a great cinematic experience. Sadly, younger children will not understand the mature content nor the breathtaking plot twists. If you wish to enjoy this movie at its fullest, I recommend watching when you at least over 25 years old.",TRUE,none,0,2018-01-10T18:01:11.000Z,2018-01-10T18:01:35.000Z,NA,"This is a great cinematic experience. Sadly, younger children will not understand the mature content nor the breathtaking plot twists. If you wish to enjoy this movie at its fullest, I recommend watching when you at least over 25 years old."
Me Again,https://yt3.ggpht.com/-QUbNjadKqyQ/AAAAAAAAAAI/AAAAAAAAAAA/ky7pLpNkVWE/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCz5K_nnkkJNa2jlD-XACmpw,UCz5K_nnkkJNa2jlD-XACmpw,o_nfdzMhmrA,Stupid movie for stupid people.,Stupid movie for stupid people.,TRUE,none,0,2018-01-10T13:04:04.000Z,2018-01-10T13:04:04.000Z,NA,Stupid movie for stupid people.
cagney carnation,https://yt3.ggpht.com/-S-kfKyftp0I/AAAAAAAAAAI/AAAAAAAAAAA/jKqBksfEeuI/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCup7J_w_o3D7kRpzxxBxCbA,UCup7J_w_o3D7kRpzxxBxCbA,o_nfdzMhmrA,"I enjoyed <a href=""https://www.youtube.com/watch?v=o_nfdzMhmrA&amp;t=1h00m00s"">1:00:00</a>",I enjoyed 1:00:00,TRUE,none,0,2018-01-09T02:20:29.000Z,2018-01-09T02:20:29.000Z,NA,I enjoyed 1:00:00
